path,ref,hyp,label,wer_percentage
31531991,"শাহ এ এম এস কিবরিয়া পাকিস্তানের কূটনৈতিক মিশনের সদস্য হিসেবে কলকাতা, কায়রো, জাতিসংঘ মিশন, নিউইয়র্ক, তেহরান এবং জাকার্তায় নিয়োজিত ছিলেন।","শাহ এ এম এস কিবরিয়া, পাকিস্তানের কূটনৈতিক মিশনের  সদস্যহিসেবে কলকাতা, কায়রো জাতিসংঘ মিশন ইউনিয়র্ক তেহরান  জাকার্তা নিযুক্ত ছিলেন।","['C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'D', 'S', 'C', 'S', 'C', 'S', 'S', 'C', 'D', 'S', 'S', 'C']",45
31531688,প্রথম নারী ক্রিকেটার হিসেবে ওয়ানডেতে এক শ উইকেট নেওয়া ক্রিকেটার তিনি।,প্রথম নারী ক্রিকেটার হিসেবে অনেকে এক  উইকেট  নেওয়ার কৃতকার্য।,"['C', 'C', 'C', 'C', 'S', 'C', 'D', 'C', 'D', 'S', 'S']",45
31582832,একই ভাবে চৌম্বকক্ষেত্রের সাথে কোনও পদার্থ কি প্রতিক্রিয়া করে তার পরিমাপ।," একইভাবে চম্বক্ষেত্রের সাথে কোন পদার্থ কি প্রতিক্রিয়া করে, তার পরিমাপ।","['D', 'S', 'S', 'C', 'S', 'C', 'C', 'C', 'S', 'C', 'C']",45
31035379,ডঃ সুদর্শন ঘোষ দস্তিদার প্রয়াত ডাক্তার সুভাষ মুখোপাধ্যায়ের প্রিয় ছাত্র ছিলেন।, ডাক্তার সুদর্শনঘোস্তস্তি তার প্রয়াত ডাক্তার সুভাষ মুখোপাধ্যায় প্রিয় ছাত্র ছিলেন।,"['D', 'S', 'S', 'S', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",45
31673610,"বায়ু, জল, খাদ্য অথবা সাধারণ ছোঁয়ায় বা স্পর্শে এইচআইভি ছড়ায় না।","বায়ু, জল, খাদ্য অথবা সাধারণ   সমতা স্পর্শ চারজন না।","['C', 'C', 'C', 'C', 'C', 'D', 'D', 'S', 'S', 'S', 'C']",45
31580110," প্রকৃতপক্ষে, বেশীরভাগ বার্বার অনেক দ্রুত ইসলাম গ্রহণ করে।",প্রকৃতপক্ষে বেশির ভাগ বারবার অনেক দ্রুত ইসলাম গ্রহণ করে।,"['I', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C']",44
31575540,আফগানিস্তানের অধিকাংশ   এলাকাতেই অধঃ-সুমেরুদেশীয় পার্বত্য জলবায়ু বিদ্যমান।,"আফগানিস্তানের অধিকাংশ এলাকা, অর্থ সুমের দেশীয় পার্বত্য জলবায়ু বিদ্যমান।","['C', 'C', 'I', 'I', 'S', 'S', 'C', 'C', 'C']",44
31650679,ফলশ্রুতিতে শেষ দুই ওভার তাকে অফ-স্পিন বোলিং করতে হয়েছিল।,ফলশ্রুতিতে শেষ দুটি অবারতাকে অফ স্পিন বোলিং করতে হয়েছিল।,"['C', 'C', 'S', 'S', 'S', 'S', 'C', 'C', 'C']",44
31588233,যিনি মৎস্য শিকার করেন তিনি মৎস্য শিকারী নামে পরিচিত।,"চিনি মৎস শিকার করেন, তিনি মৎস শিকারী নামে পরিচিত।","['S', 'S', 'C', 'S', 'C', 'S', 'C', 'C', 'C']",44
31520494,টোঙ্গা এপর্যন্ত একবারও ফিফা বিশ্বকাপে  অংশগ্রহণ করতে পারেনি।,টুঙ্গায় পর্যন্ত একবারও ফিফা বিশ্বকাপে অং গ্রহণ করতে পারেনি।,"['S', 'S', 'C', 'C', 'C', 'I', 'S', 'C', 'C']",44
31684185,তিনি ইস্তাম্বুল কারিগরী বিশ্ববিদ্যালয়-এ বৈদ্যুতিক প্রকৌশলের উপর পড়ালেখা করেছেন।,তিনি ইস্তানবুল কারিগরি বিশ্ববিদ্যালয়ে বিদ্যুত প্রকৌশলের উপর পড়ালেখা করেছেন।,"['C', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C']",44
31545336, লেগস-লদান-র্দো-র্জে শৈশবে তার মাতার কাছে  শিক্ষালাভ করেন।,কসলাদান্দরদর সে শৈশবে তার মাতার কাছে শিক্ষা লাভ করেন।,"['I', 'S', 'C', 'C', 'C', 'C', 'I', 'S', 'C']",44
31578445,এটি এটি তপসিলী উপজাতিদের জন্য সংরক্ষিত জন্য সংরক্ষিত আসন।,এটি একটি তফসিলি উপজাতিদের   জন্য সংরক্ষিত আসন।,"['C', 'S', 'S', 'C', 'D', 'D', 'C', 'C', 'C']",44
30994074,তিনি লালমনিরহাট চেম্বার অব কমার্স এন্ড ইন্ডাস্ট্রিজ এর প্রতিষ্ঠাতা সভাপতি এবং পর পর তিনবার চেম্বারের প্রেসিডেন্ট নির্বাচিত হন।,তিনি লালয়াললিহাট চেম্বার অফ কমার্স অ্যান্ড ইন্টার সিরিজের প্রতিষ্ঠাতা সভাপতি এবং  পরপর তিনবার চেম্বারের প্রেসিডে নির্বাচিত হন।,"['C', 'S', 'C', 'S', 'C', 'S', 'S', 'S', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'S', 'C', 'C']",44
31559339, বৈদ্যুতিক মোটর এই নীতির উপর নির্ভর করে ঘোরে।,"বৌদ্ধ দিক মোটর এই নীতির উপর নির্ভর করে, ঘুরে।","['I', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'S']",44
30992099,"শুঙ্গ, মাথা, বক্ষদেশ এবং উদর উজ্জ্বল  কমলা-হলুদ বর্নের।","শুঙ্গ মাথা, বক্ষদেশ এবং উদর উজ্জ্বল কমলা হলুদ বর্ণের।","['S', 'C', 'C', 'C', 'C', 'C', 'I', 'S', 'S']",44
31513269,বনগাঁ জংশন রেলওয়ে   স্টেশন শিয়ালদহ-বনগাঁ লাইন এবং   রানাঘাট-বনগাঁ লাইন উভয়ের শেষ স্টেশন।,"বনগাঁ জংশন রেলওয়ে স্টেশন, শিয়ালদহ বন গার লাইন এবং রানাঘাট বন গা লাইন উভয়ের শেষ স্টেশন।","['C', 'C', 'C', 'I', 'I', 'S', 'S', 'C', 'C', 'I', 'I', 'S', 'C', 'C', 'C', 'C']",43
31587784,আলি ইবনে আসির মসুল শহরে মৃত্যুবরণ করেন।,  আলিবনেআসির মসুল শহরে মৃত্যুবরণ করেন।,"['D', 'D', 'S', 'C', 'C', 'C', 'C']",42
31655817,মানুষের ধারণা যারা উচ্চবিত্ত তাদের সম্মানই বেশি।,"মানুষের ধারণা, যারা উচ্চবিত্ত, তাদের সম্মানী বেশি।","['C', 'S', 'C', 'S', 'C', 'S', 'C']",42
31534515,প্রথম  ডট-ম্যাট্রিক্স প্রিন্টার আবিষ্কার হয়েছিল জাপানে।,প্রথম ডট ম্যাট্রিক স্পিনার আবিষ্কার হয়েছিল জাপানে।,"['C', 'I', 'S', 'S', 'C', 'C', 'C']",42
31510016,এটি হলে থাইরয়েড গ্রন্থির কাজে ব্যাঘাত ঘটে।,এটি হলে থাইরোয়ের গ্রন্থের কাজে ব্যাঘাত হতে।,"['C', 'C', 'S', 'S', 'C', 'C', 'S']",42
31508891,অবশেষে দিল্লীর বাদশাহ হস্তক্ষেপ করতে বাধ্য হন।,অবশেষে দিল্লির বাসা হস্তক্যাপ করতে বাধ্য হন।,"['C', 'S', 'S', 'S', 'C', 'C', 'C']",42
31641254,তাঁর সৎ মা হলেন অভিনেত্রী শাবানা আজমি।, তার সত্য হলেন অভিনেত্রী শাবানা আজমি।,"['D', 'S', 'S', 'C', 'C', 'C', 'C']",42
31537478,আরও নানান শারীরিক উপকারিতা  আছে খাদ্য-আঁশে।,"আরও নানান শারীরিক উপকারিতা আছে, খাদ্য আসে।","['C', 'C', 'C', 'C', 'I', 'S', 'S']",42
31536618,তার পূর্বে সান  ফ্রান্সিসকোতে বাস করতেন।,তার পূর্বে সান ফ্রান্সিস কোতে বসবাস করতেন।,"['C', 'C', 'C', 'I', 'S', 'S', 'C']",42
31530300, আরোহী এন্টারটেইনমেন্টের ব্যানারে এটি নির্মিত হয়েছে।,"আরোহী, এযান্টারটাইমেন্ট এর ব্যানারে এটি নির্মিত হয়েছে।","['I', 'S', 'S', 'C', 'C', 'C', 'C']",42
31540175,"উল্লেখযোগ্য প্রাক্তন  শিক্ষার্থীদের মধ্যে সরকারি  কর্মকর্তা, শিক্ষাবিদ, ব্যবসায়ী নেতা, রোডস স্কলার, গেটস কেমব্রিজ স্কলার ও নোবেল বিজয়ী অন্তর্ভুক্ত রয়েছে।","উল্লেখযোগ্য প্রাক্তন শিক্ষার রিকার মধ্যে সরকারি কর মতো শিক্ষাবিদ, ব্যবসায়ী নেতা রোডস স্কলার, গ্রেট ক্যাম্পে কার ও নোবেল বিজয় অন্তর্ভুক্ত রয়েছে।","['C', 'C', 'I', 'S', 'C', 'C', 'I', 'S', 'C', 'C', 'S', 'C', 'C', 'S', 'S', 'S', 'C', 'C', 'S', 'C', 'C']",42
