path,predicted,actual
../input/dlsprint/validation_files/common_voice_bn_31563056.mp3,সম্প্রতি প্রতিপষ্ঠায় বিজ্ঞপনের সংখ্যা ম্পর্কিত গুগল এর একটি পলেসি হালনাগাত করা হয়েছে প্রতিপৃ্ঠার সীমা তিনটি বিজ্ঞাপন সরানো হয়েছ,"সম্প্রতি প্রতি পৃষ্ঠায় বিজ্ঞাপনের সংখ্যা সম্পর্কিত গুগল- এর একটি পলিসি হালনাগাদ করা হয়েছে, প্রতি পৃষ্ঠার সীমা তিনটি বিজ্ঞাপন সরানো হয়েছে।"
../input/dlsprint/validation_files/common_voice_bn_31534832.mp3,এই সময়ে তিনি লেখালেখি করতেও আরম্ভ করেছিলেন,এই সময়ে তিনি লেখালেখি করতেও আরম্ভ করেছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31515629.mp3,তালিকার নিচের অধ্যেকের মধ্যে পাকিস্তানের পাঁচপোর্ট অবিচ্ছন্নভাবে দেখা গেছে,তালিকার নিচের অর্ধেকের মধ্যে পাকিস্তানের পাসপোর্ট অবিচ্ছিন্নভাবে দেখা গেছে।
../input/dlsprint/validation_files/common_voice_bn_31515636.mp3,এই প্রজাতির নান্যা বিষ্বযোগ গুনাভুন আছে,এই প্রজাতিটির নানা ভেষজ গুণাগুণ আছে।
../input/dlsprint/validation_files/common_voice_bn_31588763.mp3,ভাইস্রয়ের লেজিসলেটিপ কাউন্সিলের একজন সদস্য হিসেবে দায়িত্ব গালণ করনএবং এই সংস্থার বিতর্কসভাই তিনি একটি অগ্রণি ভমনিকা গ্রহণ করেন,ভাইসরয়ের লেজিসলেটিভ কাউন্সিলের একজন সদস্য হিসেবে দায়িত্ব পালন করেন এবং এই সংস্থার বিতর্কসভায় তিনি একটি অগ্রণী ভূমিকা গ্রহণ করেন।
../input/dlsprint/validation_files/common_voice_bn_31588902.mp3,এ পৌরসভার প্রশাসনিক কার্যক্রম রাম্গতি থানার আওতাধীন,এ পৌরসভার প্রশাসনিক কার্যক্রম রামগতি থানার আওতাধীন।
../input/dlsprint/validation_files/common_voice_bn_31600833.mp3,বৌগলিকভাবে ভারত ও পশ্চিম ্রশান্ত মহাসাগর অঞ্চলে বিস্তৃত,ভৌগোলিকভাবে ভারত ও পশ্চিম প্রশান্ত মহাসাগর অঞ্চলে বিস্তৃত।
../input/dlsprint/validation_files/common_voice_bn_31601287.mp3,দারজিলিং হিমালয়ান রেল এই শহরকে সমতলের সঙ্গে যুক্ত করেছেন,দার্জিলিং হিমালয়ান রেল এই শহরকে সমতলের সঙ্গে যুক্ত করেছে।
../input/dlsprint/validation_files/common_voice_bn_31584215.mp3,এই ভবনটি লিভাটরি স্ট্রীর এবং রডওয়েতে সিঙ্গাল বিলডিং বা সিঙ্গার টাওয়ার নামে পরিচিত,এই ভবনটি লিবার্টি স্ট্রিট এবং ব্রডওয়েতে সিঙ্গার বিল্ডিং বা সিঙ্গার টাওয়ার নামেও পরিচিত।
../input/dlsprint/validation_files/common_voice_bn_31584227.mp3,এটিই দেশের বৃহত্তম পুশাক পশ্রনীর আয়োজন,এটি দেশের বৃহত্তম পোশাক প্রদর্শনীর আয়োজন।
../input/dlsprint/validation_files/common_voice_bn_31608998.mp3,সিরাজুল হক খান পাঁচ ছেলে তিনমের জনক,"সিরাজুল হক খান পাঁচ ছেলে, তিন মেয়ের জনক।"
../input/dlsprint/validation_files/common_voice_bn_31609000.mp3,এই সমিটির কয়েকটি স্থানে আদর্শ কৃষি উদ্ধান ছিল,এই সমিতির কয়েকটি স্থানে আদর্শ কৃষি উদ্যান ছিল।
../input/dlsprint/validation_files/common_voice_bn_31661609.mp3,লেখকতার জীবনের শেষ কয়েকটি বছর এখানে কাঠান,লেখক তার জীবনের শেষ কয়েকটি বছর এখানে কাটান।
../input/dlsprint/validation_files/common_voice_bn_31661758.mp3,এই শদবের দ্বারা মাধ্যমিক পর্যায়ের আবাদ দ্ধতি নির্দেশিত হয়ে থাকে,এই শব্দের দ্বারা মাধ্যমিক পর্যায়ের আবাদ পদ্ধতি নির্দেশিত হয়ে থাকে।
